Molecula_N,id,isomeric_smiles,canonical_smiles,inchikey,BindingDB MonomerID,IC50_nM
127,50044973,[H]Oc1c([H])c([H])c([H])c(/C([H])=C2\SC(=S)N(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Oc4c([H])c([H])c(Cl)c([H])c4[H])c([H])c3[H])C2=O)c1O[H],[H]Oc1c([H])c([H])c([H])c(C([H])=C2SC(=S)N(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Oc4c([H])c([H])c(Cl)c([H])c4[H])c([H])c3[H])C2=O)c1O[H],DHOBLLZJXRUGFB-NDENLUEZSA-N,50044973,3300.0
128,701274,CC(=O)N(O)C/C=C/P(=O)([O-])O,CC(=O)N(O)CC=CP(=O)([O-])O,LJCWFOKLHHHANO-DUXPYHPUSA-M,701274,3310.0
129,7459,[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2[H])c([H])c1O[H],[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2[H])c([H])c1O[H],IQPNAANSBPBGFQ-UHFFFAOYSA-N,7459,3400.0
130,50441191,[H]ON([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c(F)c(F)c1[H])P(=O)(O[H])O[H],[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c(F)c(F)c1[H])P(=O)(O[H])O[H],WIEOHPNCBSMHIO-VIFPVBQESA-N,50441191,3400.0
131,7457,[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c([H])c3c(=O)c2O[H])c([H])c1O[H],[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c([H])c3c(=O)c2O[H])c([H])c1O[H],XHEFDIBZLJXQHF-UHFFFAOYSA-N,7457,3500.0
132,50437805,[H]ON(C(=O)c1c([H])nc([H])c(C(=O)N([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],[H]ON(C(=O)c1c([H])nc([H])c(C(=O)N([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],GCOMLAHZHFPXKE-UHFFFAOYSA-N,50437805,3600.0
133,50044971,[H]Oc1c([H])c([H])c([H])c(/C([H])=C2\SC(=S)N(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Oc4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c([H])c3[H])C2=O)c1O[H],[H]Oc1c([H])c([H])c([H])c(C([H])=C2SC(=S)N(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Oc4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c([H])c3[H])C2=O)c1O[H],BXEYEGVRESMXSL-BKUYFWCQSA-N,50044971,3600.0
134,50044975,[H]Oc1c([H])c([H])c(/C([H])=C2\SC(=S)N(C([H])([H])C(=O)N([H])O[H])C2=O)c([H])c1O[H],[H]Oc1c([H])c([H])c(C([H])=C2SC(=S)N(C([H])([H])C(=O)N([H])O[H])C2=O)c([H])c1O[H],OCWLWNNESIGNST-WTKPLQERSA-N,50044975,3800.0
135,50441200,[H]ON(C(=O)C([H])([H])O[C@]([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])OC([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],RRNKZJYPJAPRFT-NSHDSACASA-N,50441200,4000.0
136,50135835,[H]OP(=O)(O[H])C([H])(N([H])c1nc([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H],[H]OP(=O)(O[H])C([H])(N([H])c1nc([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H],JPVMIOWESIQIGB-UHFFFAOYSA-N,50135835,4000.0
137,50135835,[H]OP(=O)(O[H])C([H])(N([H])c1nc([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H],[H]OP(=O)(O[H])C([H])(N([H])c1nc([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H],JPVMIOWESIQIGB-UHFFFAOYSA-N,50135835,4000.0
138,59100,[H]Oc1c([H])c([H])c(/C([H])=C2\SC(=S)N(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Oc4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c([H])c3[H])C2=O)c([H])c1O[H],[H]Oc1c([H])c([H])c(C([H])=C2SC(=S)N(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Oc4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c([H])c3[H])C2=O)c([H])c1O[H],NDEWWTFWHOMPMV-XKZIYDEJSA-N,59100,4100.0
139,50028380,[H]ON(C(=O)C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],BJAJYJPPRQEDDK-NSHDSACASA-N,50028380,4300.0
140,50528595,[H]ON(C(=O)C([H])([H])S(=O)(=O)[C@]([H])(c1c([H])c(F)c([H])c(F)c1[H])P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])S(=O)(=O)C([H])(c1c([H])c(F)c([H])c(F)c1[H])P(=O)(O[H])O[H])C([H])([H])[H],UUQUCESUGTXANS-SNVBAGLBSA-N,50528595,4300.0
141,50044976,[H]OC(=O)C([H])([H])N1C(=O)/C(=C(\[H])c2c([H])c([H])c(O[H])c(O[H])c2[H])SC1=S,[H]OC(=O)C([H])([H])N1C(=O)C(=C([H])c2c([H])c([H])c(O[H])c(O[H])c2[H])SC1=S,MNPZQUQRMCXSTL-WTKPLQERSA-N,50044976,4400.0
142,50528597,[H]ON(C(=O)C([H])([H])S[C@]([H])(c1c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])SC([H])(c1c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],RVEBSJDQWSFUER-GFCCVEGCSA-N,50528597,4400.0
143,50528601,[H]ON([H])C(=O)C([H])([H])S(=O)(=O)[C@]([H])(c1c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c1[H])P(=O)(O[H])O[H],[H]ON([H])C(=O)C([H])([H])S(=O)(=O)C([H])(c1c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c1[H])P(=O)(O[H])O[H],SUVNJFICWNSRLX-LLVKDONJSA-N,50528601,4500.0
144,50441203,[H]ON(C(=O)C([H])([H])O[C@]([H])(c1c([H])c([H])c(F)c(F)c1[H])P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])OC([H])(c1c([H])c([H])c(F)c(F)c1[H])P(=O)(O[H])O[H])C([H])([H])[H],XKRWMTQGABKZDX-JTQLQIEISA-N,50441203,4600.0
145,50335492,[H]OP(=O)(O[H])C([H])([H])c1nc([H])c([H])c([H])c1[H],[H]OP(=O)(O[H])C([H])([H])c1nc([H])c([H])c([H])c1[H],WVWCWWLEFNGDBC-UHFFFAOYSA-N,50335492,4600.0
146,50422670,[H]ON(C(=O)C([H])([H])N([H])C(=O)c1c([H])c([H])c(OC(F)(F)F)c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],[H]ON(C(=O)C([H])([H])N([H])C(=O)c1c([H])c([H])c(OC(F)(F)F)c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],BSNRVHMVFQEWLQ-UHFFFAOYSA-N,50422670,5129.0
147,50044975,[H]Oc1c([H])c([H])c(/C([H])=C2\SC(=S)N(C([H])([H])C(=O)N([H])O[H])C2=O)c([H])c1O[H],[H]Oc1c([H])c([H])c(C([H])=C2SC(=S)N(C([H])([H])C(=O)N([H])O[H])C2=O)c([H])c1O[H],OCWLWNNESIGNST-WTKPLQERSA-N,50044975,6100.0
148,50422659,[H]ON(C([H])=O)C([H])([H])[C@@]([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])P(=O)(O[H])O[H],[H]ON(C([H])=O)C([H])([H])C([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])P(=O)(O[H])O[H],GSTJPVSZSQVHTK-LLVKDONJSA-N,50422659,6457.0
149,50422643,[H]ON(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])P(=O)(O[H])O[H],[H]ON(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])[H])P(=O)(O[H])O[H],JTGWCTDCLRMUIK-MRVPVSSYSA-N,50422643,6607.0
150,50422654,[H]ON(C([H])=O)C([H])([H])C([H])([H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])P(=O)(O[H])O[H],[H]ON(C([H])=O)C([H])([H])C([H])([H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])P(=O)(O[H])O[H],DFKLUTJHAPCQBM-ZETCQYMHSA-N,50422654,6607.0
151,50081650,[H]ON(C(=O)C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[P@](=O)([O-])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])P(=O)([O-])O[H])C([H])([H])[H],FWCPRMVLUHPTMF-AWEZNQCLSA-M,50081650,6670.0
152,50437801,[H]ON(C(=O)c1c([H])c([H])c([H])c([H])c1C([H])([H])c1sc([H])c([H])c1[H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H],[H]ON(C(=O)c1c([H])c([H])c([H])c([H])c1C([H])([H])c1sc([H])c([H])c1[H])C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H],RNHFOWGQTCFQEC-FQEVSTJZSA-N,50437801,7000.0
153,50115109,[H]OP(=O)(O[H])C([H])(N([H])c1nc([H])c(Cl)c([H])c1[H])P(=O)(O[H])O[H],[H]OP(=O)(O[H])C([H])(N([H])c1nc([H])c(Cl)c([H])c1[H])P(=O)(O[H])O[H],BNMYZGAZFGNKTH-UHFFFAOYSA-N,50115109,7000.0
154,50422642,[H]ON(C(=O)C([H])([H])N([H])C(=O)C1([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],[H]ON(C(=O)C([H])([H])N([H])C(=O)C1([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],UHCOSYOZVSEXPK-UHFFFAOYSA-N,50422642,7079.0
155,50335490,[H]OP(=O)(O[H])C([H])([H])c1c([H])c([H])nc([H])c1[H],[H]OP(=O)(O[H])C([H])([H])c1c([H])c([H])nc([H])c1[H],FMAPICFMLRVVSP-UHFFFAOYSA-N,50335490,7100.0
156,50081647,[H]ON(C(=O)C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])P(=O)(O[H])O[H])C([H])([H])[H],ACPXIHKQSXLCRP-YFKPBYRVSA-N,50081647,7130.0
157,50437796,[H]ON(C(=O)c1c([H])c([H])c([H])c([H])c1OC(F)(F)F)C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H],[H]ON(C(=O)c1c([H])c([H])c([H])c([H])c1OC(F)(F)F)C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H],PDZIQZYFJOAVFY-HNNXBMFYSA-N,50437796,8000.0
158,50422671,[H]ON(C([H])=O)C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])P(=O)(O[H])O[H],[H]ON(C([H])=O)C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])[H])P(=O)(O[H])O[H],PTRYLLOUYRUORZ-SSDOTTSWSA-N,50422671,8128.0
159,50528590,[H]ON([H])C(=O)C([H])([H])S[C@]([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])P(=O)(O[H])O[H],[H]ON([H])C(=O)C([H])([H])SC([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])P(=O)(O[H])O[H],FBMPGIWVPZIABL-SNVBAGLBSA-N,50528590,8200.0
160,50437802,[H]ON(C(=O)c1c([H])c([H])c([H])c([H])c1C(F)(F)F)C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H],[H]ON(C(=O)c1c([H])c([H])c([H])c([H])c1C(F)(F)F)C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H],MEDBZDOCGVNSLM-HNNXBMFYSA-N,50437802,9000.0
161,50422664,[H]ON([H])C(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],[H]ON([H])C(=O)C([H])(N([H])[H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],FHMAKACGDXCLNE-VKHMYHEASA-N,50422664,9772.0
162,50335491,[H]OP(=O)(O[H])C([H])([H])c1c([H])nc([H])c([H])c1[H],[H]OP(=O)(O[H])C([H])([H])c1c([H])nc([H])c([H])c1[H],QDDHHQXANXQQAY-UHFFFAOYSA-N,50335491,10000.0
163,50081649,[H]ON(C(=O)C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[P@](=O)([O-])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])P(=O)([O-])O[H])C([H])([H])[H],YKRNADVNYIPUET-ZDUSSCGKSA-M,50081649,10350.0
164,50422676,[H]ON(C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],[H]ON(C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],NEZISRPYGWZJCI-UHFFFAOYSA-N,50422676,10965.0
165,50028381,[H]ON(C(=O)C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])C([H])([H])C([H])(N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],DIHZMVOBBRRTTG-JTQLQIEISA-N,50028381,11000.0
166,50028310,[H]ON([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])P(=O)(O[H])O[H],[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])P(=O)(O[H])O[H],SCBADMOVHOXNEN-JTQLQIEISA-N,50028310,11000.0
167,50528600,[H]ON(C(=O)C([H])([H])S(=O)(=O)[C@]([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])S(=O)(=O)C([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H])C([H])([H])[H],HLANOBCZDCGZQO-SNVBAGLBSA-N,50528600,11000.0
168,701278,COCOCOCOP(=O)(/C=C/CN(O)C=O)OCOCOCOC,COCOCOCOP(=O)(C=CCN(O)C=O)OCOCOCOC,ZFHQRCCUHAVXPR-HWKANZROSA-N,701278,12560.0
169,50437794,[H]ON(C(=O)c1c([H])c([H])c([H])c([H])c1C([H])([H])n1nc([H])nc1[H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H],[H]ON(C(=O)c1c([H])c([H])c([H])c([H])c1C([H])([H])n1nc([H])nc1[H])C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])P(=O)(O[H])O[H],CGKYBZFXVQNZBL-SFHVURJKSA-N,50437794,13000.0
170,50441194,[H]ON(C(=O)C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H])C([H])([H])[H],GVYNITXGUQLLHI-AWEZNQCLSA-N,50441194,13000.0
171,50441192,[H]ON([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H],[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H],AXSYMYWFEVETHK-VIFPVBQESA-N,50441192,14000.0
172,50422647,[H]ON(C(=O)C(F)(F)F)C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],[H]ON(C(=O)C(F)(F)F)C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],XSFPIPPKOYPIQE-UHFFFAOYSA-N,50422647,14125.0
173,50422672,[H]ON(C(=O)C([H])([H])N([H])C(=O)C([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],[H]ON(C(=O)C([H])([H])N([H])C(=O)C([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],ZBZVXYVGRZDLSD-UHFFFAOYSA-N,50422672,14125.0
174,50028363,[H]ON([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])P(=O)(O[H])O[H],[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])P(=O)(O[H])O[H],AEDDLQQMYHWTLI-JTQLQIEISA-N,50028363,15000.0
175,50441201,[H]ON(C(=O)C([H])([H])O[C@]([H])(c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])OC([H])(c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H])C([H])([H])[H],RZCGPVVICRPZKJ-AWEZNQCLSA-N,50441201,15000.0
176,50441207,[H]ON([H])C(=O)C([H])([H])S[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H],[H]ON([H])C(=O)C([H])([H])SC([H])(c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H],IKUWJQAZPLAXHU-VIFPVBQESA-N,50441207,15000.0
177,50528591,[H]ON(C(=O)C([H])([H])S(=O)(=O)[C@]([H])(c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])S(=O)(=O)C([H])(c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)P(=O)(O[H])O[H])C([H])([H])[H],ZVESHGXETCATEP-CQSZACIVSA-N,50528591,15000.0
178,701278,COCOCOCOP(=O)(/C=C/CN(O)C=O)OCOCOCOC,COCOCOCOP(=O)(C=CCN(O)C=O)OCOCOCOC,ZFHQRCCUHAVXPR-HWKANZROSA-N,701278,15240.0
179,50422665,[H]ON(C(=O)C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],[H]ON(C(=O)C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],NPRVVDXQQZESLR-UHFFFAOYSA-N,50422665,15849.0
180,50422673,[H]ON(C(=O)C(=O)OC([H])([H])C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(P(=O)(O[H])O[H])C1([H])[H],[H]ON(C(=O)C(=O)OC([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(P(=O)(O[H])O[H])C1([H])[H],JYDYIVNHQSXVJE-NKWVEPMBSA-N,50422673,15849.0
181,50335494,[H]OP(=O)(O[H])C([H])([H])c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[H],[H]OP(=O)(O[H])C([H])([H])c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[H],SZCYKKWPKXABPU-UHFFFAOYSA-N,50335494,15900.0
182,50441204,[H]ON(C(=O)C([H])([H])O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],[H]ON(C(=O)C([H])([H])OC([H])(c1c([H])c([H])c([H])c([H])c1[H])P(=O)(O[H])O[H])C([H])([H])[H],JAIZGFIPNLDIAR-JTQLQIEISA-N,50441204,16000.0
183,50422661,[H]ON([H])C(=O)C([H])([H])N([H])C([H])([H])P(=O)(O[H])O[H],[H]ON([H])C(=O)C([H])([H])N([H])C([H])([H])P(=O)(O[H])O[H],DSADRDIOOIRTOU-UHFFFAOYSA-N,50422661,16218.0
184,50422652,[H]ON(C(=O)C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],[H]ON(C(=O)C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])C([H])([H])C([H])([H])P(=O)(O[H])O[H],WPUOWEOYBGYCKS-UHFFFAOYSA-N,50422652,16982.0
